,RowID,Molecule name,Original_SMILES,Number of connected components,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,Salt_Solvent_ID,MACE_opt_Charge_P,DFT_opt_Charge_P,SMILES_Charge_P
307,326,Molecule_326,CCC12CCC1C2OP(C)(=O)F,1,CCC12CCC1C2OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-3-8-5-4-6(8)7(8)11-12(29)10/h6-7H3-5H21-2H3,UNWXNAGRENBWTC-UHFFFAOYSA-N,,0,0.479991,0.479156,0.499095
308,327,Molecule_327,CC12CC1(C2)OP(C)(=O)F,1,CC12CC1(C2)OP(C)(=O)F,InChI=1S/C6H10FO2P/c1-5-3-6(54-5)9-10(27)8/h3-4H21-2H3,KJGZZJDHZXKPRA-UHFFFAOYSA-N,,0,0.480714,0.481964,0.485996
309,328,Molecule_328,CP(=O)(F)OCC=CC1CC1=C,1,CP(=O)(F)OCC=CC1CC1=C,InChI=1S/C8H12FO2P/c1-7-6-8(7)4-3-5-11-12(29)10/h3-48H15-6H22H3,ZSESMKADGCBWHI-UHFFFAOYSA-N,,0,0.47491,0.474387,0.49218
310,329,Molecule_329,CC1C2CCC2C1OP(C)(=O)F,1,CC1C2CCC2C1OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-5-6-3-4-7(6)8(5)11-12(29)10/h5-8H3-4H21-2H3,WIJHXNINASWCAD-UHFFFAOYSA-N,,0,0.479489,0.480984,0.493986
311,330,Molecule_330,CC1CC2C1CC2OP(C)(=O)F,1,CC1CC2C1CC2OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-5-3-7-6(5)4-8(7)11-12(29)10/h5-8H3-4H21-2H3,KGQHXGYQZMNDDB-UHFFFAOYSA-N,,0,0.475406,0.475772,0.420485
312,331,Molecule_331,CC1C2CCCC1CC2OP(C)(=O)F,1,CC1C2CCCC1CC2OP(C)(=O)F,InChI=1S/C10H18FO2P/c1-7-8-4-3-5-9(7)10(6-8)13-14(211)12/h7-10H3-6H21-2H3,DVMSXCNJAOYFBP-UHFFFAOYSA-N,,0,0.476523,0.480335,0.500255
313,332,Molecule_332,CP(=O)(F)OC1C2C3CCC2C31,1,CP(=O)(F)OC1C2C3CCC2C31,InChI=1S/C8H12FO2P/c1-12(910)11-8-6-4-2-3-5(6)7(4)8/h4-8H2-3H21H3,SSKUTTGOGGJKTO-UHFFFAOYSA-N,,0,0.473233,0.476406,0.491275
314,333,Molecule_333,CCCC1C2CC12OP(C)(=O)F,1,CCCC1C2CC12OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-3-4-6-7-5-8(67)11-12(29)10/h6-7H3-5H21-2H3,HUGQXOVKYCLPQU-UHFFFAOYSA-N,,0,0.486607,0.48453,0.495115
315,334,Molecule_334,CP(=O)(F)OC1CC1=CCC=C,1,CP(=O)(F)OC1CC1=CCC=C,InChI=1S/C8H12FO2P/c1-3-4-5-7-6-8(7)11-12(29)10/h358H146H22H3,GBYHNWHIRZLOOZ-UHFFFAOYSA-N,,0,0.478013,0.479224,0.495352
316,335,Molecule_335,CC1CCCC=C1C=COP(C)(=O)F,1,CC1CCCC=C1C=COP(C)(=O)F,InChI=1S/C10H16FO2P/c1-9-5-3-4-6-10(9)7-8-13-14(211)12/h6-9H3-5H21-2H3,RVZIZLBBLGLRSB-UHFFFAOYSA-N,,0,0.478919,0.481799,0.497843
317,336,Molecule_336,CC1C=CC(OP(C)(=O)F)C1CC,1,CC1C=CC(OP(C)(=O)F)C1CC,InChI=1S/C9H16FO2P/c1-4-8-7(2)5-6-9(8)12-13(310)11/h5-9H4H21-3H3,YNPYGZRSLDYMBC-UHFFFAOYSA-N,,0,0.474864,0.47187,0.489158
318,337,Molecule_337,CC(OP(C)(=O)F)C1CC1CC,1,CC(OP(C)(=O)F)C1CC1CC,InChI=1S/C8H16FO2P/c1-4-7-5-8(7)6(2)11-12(39)10/h6-8H4-5H21-3H3,BLAYXBGGZCLELF-UHFFFAOYSA-N,,0,0.471504,0.474842,0.484776
319,338,Molecule_338,CC1CCCC1(C)OP(C)(=O)F,1,CC1CCCC1(C)OP(C)(=O)F,InChI=1S/C8H16FO2P/c1-7-5-4-6-8(72)11-12(39)10/h7H4-6H21-3H3,AYLQJHWTIIDIBV-UHFFFAOYSA-N,,0,0.477733,0.477742,0.498046
320,339,Molecule_339,CC1=CC=CCC=C1OP(C)(=O)F,1,CC1=CC=CCC=C1OP(C)(=O)F,InChI=1S/C9H12FO2P/c1-8-6-4-3-5-7-9(8)12-13(210)11/h3-46-7H5H21-2H3,IRHCKXDQJSTMCR-UHFFFAOYSA-N,,0,0.487517,0.482975,0.494375
321,340,Molecule_340,CC1(C)C2CC2C1OP(C)(=O)F,1,CC1(C)C2CC2C1OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-8(2)6-4-5(6)7(8)11-12(39)10/h5-7H4H21-3H3,XOAAMLQHUIMZAA-UHFFFAOYSA-N,,0,0.474536,0.479945,0.495466
322,341,Molecule_341,CCC1(C)CCC1OP(C)(=O)F,1,CCC1(C)CCC1OP(C)(=O)F,InChI=1S/C8H16FO2P/c1-4-8(2)6-5-7(8)11-12(39)10/h7H4-6H21-3H3,RQNXJJKSANEQMN-UHFFFAOYSA-N,,0,0.477142,0.479429,0.497489
323,342,Molecule_342,CC12C3CC1C23OP(C)(=O)F,1,CC12C3CC1C23OP(C)(=O)F,InChI=1S/C7H10FO2P/c1-6-4-3-5(6)7(46)10-11(28)9/h4-5H3H21-2H3,KQRBTGGPZOVTFP-UHFFFAOYSA-N,,0,0.48746,0.484993,0.503234
324,343,Molecule_343,CP(=O)(F)OC1CC21C1CC2C1,1,CP(=O)(F)OC1CC21C1CC2C1,InChI=1S/C8H12FO2P/c1-12(910)11-7-4-8(7)5-2-6(8)3-5/h5-7H2-4H21H3,RUWLNQNZTAWYNJ-UHFFFAOYSA-N,,0,0.482052,0.477142,0.469952
325,344,Molecule_344,CP(=O)(F)OCC1CC2CCC21,1,CP(=O)(F)OCC1CC2CCC21,InChI=1S/C8H14FO2P/c1-12(910)11-5-7-4-6-2-3-8(6)7/h6-8H2-5H21H3,VWOBVZRROKHZDM-UHFFFAOYSA-N,,0,0.477848,0.478917,0.484897
327,346,Molecule_346,CP(=O)(F)OC1C2C3CC213,1,CP(=O)(F)OC1C2C3CC213,InChI=1S/C6H8FO2P/c1-10(78)9-5-4-3-2-6(34)5/h3-5H2H21H3,BBGONJQSVWYURF-UHFFFAOYSA-N,,0,0.477764,0.481036,0.494354
328,347,Molecule_347,CC1CCC1C(C)OP(C)(=O)F,1,CC1CCC1C(C)OP(C)(=O)F,InChI=1S/C8H16FO2P/c1-6-4-5-8(6)7(2)11-12(39)10/h6-8H4-5H21-3H3,JYNHYVFIFFAKHM-UHFFFAOYSA-N,,0,0.48176,0.476798,0.512256
329,348,Molecule_348,CC1=CCC2C1CC2OP(C)(=O)F,1,CC1=CCC2C1CC2OP(C)(=O)F,InChI=1S/C9H14FO2P/c1-6-3-4-7-8(6)5-9(7)12-13(210)11/h37-9H4-5H21-2H3,IFAGSSDQUXUQBT-UHFFFAOYSA-N,,0,0.479042,0.476245,0.50293
330,349,Molecule_349,CP(=O)(F)OC12CC1CC=C2,1,CP(=O)(F)OC12CC1CC=C2,InChI=1S/C7H10FO2P/c1-11(89)10-7-4-2-3-6(7)5-7/h246H35H21H3,KIEZJXCOANKCGB-UHFFFAOYSA-N,,0,0.476576,0.477698,0.488435
331,350,Molecule_350,CP(=O)(F)OC=CC1CC2CCC21,1,CP(=O)(F)OC=CC1CC2CCC21,InChI=1S/C9H14FO2P/c1-13(1011)12-5-4-8-6-7-2-3-9(7)8/h4-57-9H2-36H21H3,IRTBYCMWANAIAQ-UHFFFAOYSA-N,,0,0.482777,0.486928,0.455818
332,351,Molecule_351,CC1C2C1CCC2OP(C)(=O)F,1,CC1C2C1CCC2OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-5-6-3-4-7(8(5)6)11-12(29)10/h5-8H3-4H21-2H3,WJFHKHUGQKHENE-UHFFFAOYSA-N,,0,0.471655,0.473867,0.49648
333,352,Molecule_352,CC12CC1=CC2OP(C)(=O)F,1,CC12CC1=CC2OP(C)(=O)F,InChI=1S/C7H10FO2P/c1-7-4-5(7)3-6(7)10-11(28)9/h36H4H21-2H3,KUQFEGLDFFZHNC-UHFFFAOYSA-N,,0,0.477044,0.475711,0.490178
334,353,Molecule_353,CCC12CC1CC2OP(C)(=O)F,1,CCC12CC1CC2OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-3-8-5-6(8)4-7(8)11-12(29)10/h6-7H3-5H21-2H3,QJLBWTHHQZFQLM-UHFFFAOYSA-N,,0,0.472382,0.477494,0.4937
335,354,Molecule_354,CC1C2C(C=C12)OP(C)(=O)F,1,CC1C2C(C=C12)OP(C)(=O)F,InChI=1S/C7H10FO2P/c1-4-5-3-6(7(4)5)10-11(28)9/h3-46-7H1-2H3,MRUJPHJKQJPHQE-UHFFFAOYSA-N,,0,0.473913,0.475503,0.493322
336,355,Molecule_355,CP(=O)(F)OC1C2CC3C1C32,1,CP(=O)(F)OC1C2CC3C1C32,InChI=1S/C7H10FO2P/c1-11(89)10-7-4-2-3-5(4)6(3)7/h3-7H2H21H3,IYEIYZIBBRFWMP-UHFFFAOYSA-N,,0,0.476377,0.476361,0.470014
337,356,Molecule_356,CP(=O)(F)OC1CC21CCCCC2,1,CP(=O)(F)OC1CC21CCCCC2,InChI=1S/C9H16FO2P/c1-13(1011)12-8-7-9(8)5-3-2-4-6-9/h8H2-7H21H3,VWEONLKMQMFPAF-UHFFFAOYSA-N,,0,0.477949,0.478312,0.492944
338,357,Molecule_357,CP(=O)(F)OC12C3CC=C1C23,1,CP(=O)(F)OC12C3CC=C1C23,InChI=1S/C7H8FO2P/c1-11(89)10-7-4-2-3-5(7)6(4)7/h25-6H3H21H3,PHXWZCQGSBWURK-UHFFFAOYSA-N,,0,0.481839,,0.42187
339,358,Molecule_358,CC(CCC1CC1)OP(C)(=O)F,1,CC(CCC1CC1)OP(C)(=O)F,InChI=1S/C8H16FO2P/c1-7(11-12(29)10)3-4-8-5-6-8/h7-8H3-6H21-2H3,BCNLRZDLIGVIMB-UHFFFAOYSA-N,,0,0.473975,0.474921,0.495992
340,359,Molecule_359,CP(=O)(F)OC1C=CCCCCC=1,1,CP(=O)(F)OC1C=CCCCCC=1,InChI=1S/C9H14FO2P/c1-13(1011)12-9-7-5-3-2-4-6-8-9/h57-8H2-46H21H3,XZOPZFWEFJZHQR-UHFFFAOYSA-N,,0,0.481807,0.482044,0.500255
341,360,Molecule_360,CC12CCCC1CC2OP(C)(=O)F,1,CC12CCCC1CC2OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-9-5-3-4-7(9)6-8(9)12-13(210)11/h7-8H3-6H21-2H3,XLJSJJRMROQUMB-UHFFFAOYSA-N,,0,0.474117,0.477243,0.492913
342,361,Molecule_361,CC1CC2CCC12OP(C)(=O)F,1,CC1CC2CCC12OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-6-5-7-3-4-8(67)11-12(29)10/h6-7H3-5H21-2H3,CEVRZSNYYDQDMQ-UHFFFAOYSA-N,,0,0.482851,0.482443,0.503202
344,363,Molecule_363,CCC1CC2C(OP(C)(=O)F)C21,1,CCC1CC2C(OP(C)(=O)F)C21,InChI=1S/C8H14FO2P/c1-3-5-4-6-7(5)8(6)11-12(29)10/h5-8H3-4H21-2H3,YAGKWQUPJNZOMO-UHFFFAOYSA-N,,0,0.479782,0.478827,0.493214
347,366,Molecule_366,CP(=O)(F)OC1CC21CC1CC21,1,CP(=O)(F)OC1CC21CC1CC21,InChI=1S/C8H12FO2P/c1-12(910)11-7-4-8(7)3-5-2-6(5)8/h5-7H2-4H21H3,ATWUQJPKJVKNET-UHFFFAOYSA-N,,0,0.480803,0.481705,0.506597
348,367,Molecule_367,CCC1C2CC1C2OP(C)(=O)F,1,CCC1C2CC1C2OP(C)(=O)F,InChI=1S/C8H14FO2P/c1-3-5-6-4-7(5)8(6)11-12(29)10/h5-8H3-4H21-2H3,MKFIRBZVHJBPBY-UHFFFAOYSA-N,,0,0.474337,,0.496301
349,368,Molecule_368,CP(=O)(F)OC1CCC2CCC21,1,CP(=O)(F)OC1CCC2CCC21,InChI=1S/C8H14FO2P/c1-12(910)11-8-5-3-6-2-4-7(6)8/h6-8H2-5H21H3,USBQOSIXLDJTJM-UHFFFAOYSA-N,,0,0.47827,0.477875,0.514499
350,369,Molecule_369,CC1CC=CC21CC2OP(C)(=O)F,1,CC1CC=CC21CC2OP(C)(=O)F,InChI=1S/C9H14FO2P/c1-7-4-3-5-9(7)6-8(9)12-13(210)11/h357-8H46H21-2H3,RTSAAPZKMPJRBM-UHFFFAOYSA-N,,0,0.477357,0.483396,0.495947
351,370,Molecule_370,CC12C3CCC1CC23OP(C)(=O)F,1,CC12C3CCC1CC23OP(C)(=O)F,InChI=1S/C9H14FO2P/c1-8-6-3-4-7(8)9(85-6)12-13(210)11/h6-7H3-5H21-2H3,URCZIMVGYVGBIW-UHFFFAOYSA-N,,0,0.479726,0.480255,0.491362
352,371,Molecule_371,CP(=O)(F)OC1CC23CCC2CC31,1,CP(=O)(F)OC1CC23CCC2CC31,InChI=1S/C9H14FO2P/c1-13(1011)12-8-5-9-3-2-6(9)4-7(8)9/h6-8H2-5H21H3,WHNLTMDPAWHVOS-UHFFFAOYSA-N,,0,0.47666,0.476346,0.414259
353,372,Molecule_372,CCC1CCC2CC21OP(C)(=O)F,1,CCC1CCC2CC21OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-3-7-4-5-8-6-9(78)12-13(210)11/h7-8H3-6H21-2H3,QXWKLGQWSHRTOY-UHFFFAOYSA-N,,0,0.484211,0.481928,0.503954
354,373,Molecule_373,CC1C23CC21C3OP(C)(=O)F,1,CC1C23CC21C3OP(C)(=O)F,InChI=1S/C7H10FO2P/c1-4-6-3-7(46)5(6)10-11(28)9/h4-5H3H21-2H3,UQXKLQQGJZLIMJ-UHFFFAOYSA-N,,0,0.483519,0.488671,0.513705
355,374,Molecule_374,CC12CC3CC3C1C2OP(C)(=O)F,1,CC12CC3CC3C1C2OP(C)(=O)F,InChI=1S/C9H14FO2P/c1-9-4-5-3-6(5)7(9)8(9)12-13(210)11/h5-8H3-4H21-2H3,HZKCZQLWDSBBQS-UHFFFAOYSA-N,,0,0.479554,0.48165,0.488004
357,376,Molecule_376,CC1C2C3C(OP(C)(=O)F)C132,1,CC1C2C3C(OP(C)(=O)F)C132,InChI=1S/C7H10FO2P/c1-3-4-5-6(7(34)5)10-11(28)9/h3-6H1-2H3,ZJIYGOOABXCWKW-UHFFFAOYSA-N,,0,0.47942,0.480521,0.498927
358,377,Molecule_377,CP(=O)(F)OC1CC2CC1CCC2,1,CP(=O)(F)OC1CC2CC1CCC2,InChI=1S/C9H16FO2P/c1-13(1011)12-9-6-7-3-2-4-8(9)5-7/h7-9H2-6H21H3,AEOMFPOHWZKUAT-UHFFFAOYSA-N,,0,0.473226,0.474636,0.491648
359,378,Molecule_378,CC1CC2CC(C1)C2OP(C)(=O)F,1,CC1CC2CC(C1)C2OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-6-3-7-5-8(4-6)9(7)12-13(210)11/h6-9H3-5H21-2H3,OBBUPZSKPFQMMH-UHFFFAOYSA-N,,0,0.476975,0.474755,0.4871
360,379,Molecule_379,CC1C2CC1C1C(OP(C)(=O)F)C12,1,CC1C2CC1C1C(OP(C)(=O)F)C12,InChI=1S/C9H14FO2P/c1-4-5-3-6(4)8-7(5)9(8)12-13(210)11/h4-9H3H21-2H3,HUBDFMBUFOJPRP-UHFFFAOYSA-N,,0,0.479816,0.480114,0.49669
361,380,Molecule_380,CCC1CC2C(CC21)OP(C)(=O)F,1,CCC1CC2C(CC21)OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-3-6-4-8-7(6)5-9(8)12-13(210)11/h6-9H3-5H21-2H3,HIXLBMFUXXCERK-UHFFFAOYSA-N,,0,0.47719,,0.432426
362,381,Molecule_381,CP(=O)(F)OC1C2CC31CC32,1,CP(=O)(F)OC1C2CC31CC32,InChI=1S/C7H10FO2P/c1-11(89)10-6-4-2-7(6)3-5(4)7/h4-6H2-3H21H3,ZEQFMEYVRWVWKY-UHFFFAOYSA-N,,0,0.435102,,0.382493
363,382,Molecule_382,CC12C(OP(C)(=O)F)C1C1CCC21,1,CC12C(OP(C)(=O)F)C1C1CCC21,InChI=1S/C9H14FO2P/c1-9-6-4-3-5(6)7(9)8(9)12-13(210)11/h5-8H3-4H21-2H3,XNQSHBPJUHADSW-UHFFFAOYSA-N,,0,0.480123,0.478906,0.451425
364,383,Molecule_383,CP(=O)(F)OC1C23CC21CC3,1,CP(=O)(F)OC1C23CC21CC3,InChI=1S/C7H10FO2P/c1-11(89)10-5-6-2-3-7(56)4-6/h5H2-4H21H3,TXJNCYMPPNPSIR-UHFFFAOYSA-N,,0,0.483052,0.479237,0.500796
366,385,Molecule_385,CC1(C)C2CC2CC1OP(C)(=O)F,1,CC1(C)C2CC2CC1OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-9(2)7-4-6(7)5-8(9)12-13(310)11/h6-8H4-5H21-3H3,SKYKRPZNGZCTAD-UHFFFAOYSA-N,,0,0.475611,0.477853,0.511486
367,386,Molecule_386,CC1CC2(CC21)OP(C)(=O)F,1,CC1CC2(CC21)OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-5-3-7(4-6(5)7)10-11(28)9/h5-6H3-4H21-2H3,CNIRTJIOWVYXDQ-UHFFFAOYSA-N,,0,0.481744,0.482885,0.50211
368,387,Molecule_387,CP(=O)(F)OC1CC2CC(C2)CC1,1,CP(=O)(F)OC1CC2CC(C2)CC1,InChI=1S/C9H16FO2P/c1-13(1011)12-9-3-2-7-4-8(5-7)6-9/h7-9H2-6H21H3,VZZURYMEAGJLRX-UHFFFAOYSA-N,,0,0.478976,0.475109,0.502234
370,389,Molecule_389,CP(=O)(F)OC1CC2C1C12CCC1,1,CP(=O)(F)OC1CC2C1C12CCC1,InChI=1S/C9H14FO2P/c1-13(1011)12-7-5-6-8(7)9(6)3-2-4-9/h6-8H2-5H21H3,DMTRSHIIPDRWLX-UHFFFAOYSA-N,,0,0.476273,0.474889,0.496371
371,390,Molecule_390,CCC1CC21CCC2OP(C)(=O)F,1,CCC1CC21CCC2OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-3-7-6-9(7)5-4-8(9)12-13(210)11/h7-8H3-6H21-2H3,QSBAADYZPUIVPX-UHFFFAOYSA-N,,0,0.474781,0.47681,0.509142
372,391,Molecule_391,CP(=O)(F)OCC1C2CC3CC1C32,1,CP(=O)(F)OCC1C2CC3CC1C32,InChI=1S/C9H14FO2P/c1-13(1011)12-4-8-6-2-5-3-7(8)9(5)6/h5-9H2-4H21H3,GGUPFEDQUQFZQZ-UHFFFAOYSA-N,,0,0.47402,0.474294,0.454314
373,392,Molecule_392,CCC12CC1CCC2OP(C)(=O)F,1,CCC12CC1CCC2OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-3-9-6-7(9)4-5-8(9)12-13(210)11/h7-8H3-6H21-2H3,UWSRJEQXCITOLP-UHFFFAOYSA-N,,0,0.474848,0.472847,0.495889
374,393,Molecule_393,CC12CC1C1CC1C2OP(C)(=O)F,1,CC12CC1C1CC1C2OP(C)(=O)F,InChI=1S/C9H14FO2P/c1-9-4-7(9)5-3-6(5)8(9)12-13(210)11/h5-8H3-4H21-2H3,FYBUYYZMBPZLJH-UHFFFAOYSA-N,,0,0.474029,0.472651,0.491349
375,394,Molecule_394,CP(=O)(F)OC1CC21CCC1CC21,1,CP(=O)(F)OC1CC21CCC1CC21,InChI=1S/C9H14FO2P/c1-13(1011)12-8-5-9(8)3-2-6-4-7(6)9/h6-8H2-5H21H3,AFCXVTVLXCHIST-UHFFFAOYSA-N,,0,0.485296,0.478086,0.496052
376,395,Molecule_395,CP(=O)(F)OC1CC2CCC1CC2,1,CP(=O)(F)OC1CC2CCC1CC2,InChI=1S/C9H16FO2P/c1-13(1011)12-9-6-7-2-4-8(9)5-3-7/h7-9H2-6H21H3,DZCQRHBMWSDEGD-UHFFFAOYSA-N,,0,0.475199,0.475059,0.497447
377,396,Molecule_396,CC1(C)C2CC12OP(C)(=O)F,1,CC1(C)C2CC12OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-6(2)5-4-7(56)10-11(38)9/h5H4H21-3H3,MUVYXHMSVIHVOE-UHFFFAOYSA-N,,0,0.491608,0.481817,0.503624
378,397,Molecule_397,CCCCC1C2CC12OP(C)(=O)F,1,CCCCC1C2CC12OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-3-4-5-7-8-6-9(78)12-13(210)11/h7-8H3-6H21-2H3,GIWBMAOWORZADY-UHFFFAOYSA-N,,0,0.483731,0.483497,0.490601
379,398,Molecule_398,CC12C(OP(C)(=O)F)C3C1CCC23,1,CC12C(OP(C)(=O)F)C3C1CCC23,InChI=1S/C9H14FO2P/c1-9-5-3-4-6(9)7(5)8(9)12-13(210)11/h5-8H3-4H21-2H3,RIUPMFSKUJEGHK-UHFFFAOYSA-N,,0,0.478289,0.47569,0.509198
380,399,Molecule_399,CC1(CC21CC2)OP(C)(=O)F,1,CC1(CC21CC2)OP(C)(=O)F,InChI=1S/C7H12FO2P/c1-6(10-11(28)9)5-7(6)3-4-7/h3-5H21-2H3,ULQQDQKVCOIVJE-UHFFFAOYSA-N,,0,0.479466,0.479917,0.50451
381,400,Molecule_400,CP(=O)(F)OC12CCC3C1CCC23,1,CP(=O)(F)OC12CCC3C1CCC23,InChI=1S/C9H14FO2P/c1-13(1011)12-9-5-4-6-7(9)2-3-8(6)9/h6-8H2-5H21H3,JDFNDXURGLPDQG-UHFFFAOYSA-N,,0,0.48347,0.482831,0.50975
382,401,Molecule_401,CC12CCC1CCC2OP(C)(=O)F,1,CC12CCC1CCC2OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-9-6-5-7(9)3-4-8(9)12-13(210)11/h7-8H3-6H21-2H3,QEIQRHYFAGDHPP-UHFFFAOYSA-N,,0,0.478267,0.475945,0.50023
383,402,Molecule_402,CCC1CC2CCC21OP(C)(=O)F,1,CCC1CC2CCC21OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-3-7-6-8-4-5-9(78)12-13(210)11/h7-8H3-6H21-2H3,QVYRVEKJWBUVMV-UHFFFAOYSA-N,,0,0.47882,0.481917,0.490056
384,403,Molecule_403,CC1C2C=CC1C2OP(C)(=O)F,1,CC1C2C=CC1C2OP(C)(=O)F,InChI=1S/C8H12FO2P/c1-5-6-3-4-7(5)8(6)11-12(29)10/h3-8H1-2H3,XRTOWBCJWOPYMU-UHFFFAOYSA-N,,0,0.478104,0.477147,0.511935
385,404,Molecule_404,CP(=O)(F)OC12CC3CC1C23,1,CP(=O)(F)OC12CC3CC1C23,InChI=1S/C7H10FO2P/c1-11(89)10-7-3-4-2-5(7)6(4)7/h4-6H2-3H21H3,BKZHPXKLKNNCHL-UHFFFAOYSA-N,,0,0.482725,0.481888,0.474719
386,405,Molecule_405,CP(=O)(F)OC1C2C3CC3CCC21,1,CP(=O)(F)OC1C2C3CC3CCC21,InChI=1S/C9H14FO2P/c1-13(1011)12-9-6-3-2-5-4-7(5)8(6)9/h5-9H2-4H21H3,WAQBORZPEGHNHX-UHFFFAOYSA-N,,0,0.480325,0.479963,0.505276
387,406,Molecule_406,CC1CC2CC1CC2OP(C)(=O)F,1,CC1CC2CC1CC2OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-6-3-8-4-7(6)5-9(8)12-13(210)11/h6-9H3-5H21-2H3,WPGNXVUDTMSGEG-UHFFFAOYSA-N,,0,0.471632,0.473469,0.489162
388,407,Molecule_407,CC12CC1(OP(C)(=O)F)C2C,1,CC12CC1(OP(C)(=O)F)C2C,InChI=1S/C7H12FO2P/c1-5-6(2)4-7(56)10-11(38)9/h5H4H21-3H3,UDIBLXVQGQWGHI-UHFFFAOYSA-N,,0,0.486846,0.486256,0.508042
389,408,Molecule_408,CC1(OP(C)(=O)F)C2CCC12,1,CC1(OP(C)(=O)F)C2CCC12,InChI=1S/C7H12FO2P/c1-7(10-11(28)9)5-3-4-6(5)7/h5-6H3-4H21-2H3,ZASKBCJBBYZYJZ-UHFFFAOYSA-N,,0,0.484794,0.479059,0.494053
390,409,Molecule_409,CP(=O)(F)OC12CCC3CCC1C23,1,CP(=O)(F)OC12CCC3CCC1C23,InChI=1S/C9H14FO2P/c1-13(1011)12-9-5-4-6-2-3-7(9)8(6)9/h6-8H2-5H21H3,BXMDEIIPGNPGQA-UHFFFAOYSA-N,,0,0.483078,0.47861,0.497971
391,410,Molecule_410,CP(=O)(F)OCCC1CC2CC1C2,1,CP(=O)(F)OCCC1CC2CC1C2,InChI=1S/C9H16FO2P/c1-13(1011)12-3-2-8-4-7-5-9(8)6-7/h7-9H2-6H21H3,KDZIUBNLSHWLCJ-UHFFFAOYSA-N,,0,0.475367,0.475087,0.494516
392,411,Molecule_411,CC1CCC2CC1C2OP(C)(=O)F,1,CC1CCC2CC1C2OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-6-3-4-7-5-8(6)9(7)12-13(210)11/h6-9H3-5H21-2H3,LAUMNVLJIGGWOV-UHFFFAOYSA-N,,0,0.476584,0.476966,0.495143
393,412,Molecule_412,CP(=O)(F)OC1CC2CC=CC21,1,CP(=O)(F)OC1CC2CC=CC21,InChI=1S/C8H12FO2P/c1-12(910)11-8-5-6-3-2-4-7(6)8/h246-8H35H21H3,DBOWXVVUAWQBMN-UHFFFAOYSA-N,,0,0.474301,0.477174,0.497689
394,413,Molecule_413,CC1(CCCC2CC12)OP(C)(=O)F,1,CC1(CCCC2CC12)OP(C)(=O)F,InChI=1S/C9H16FO2P/c1-9(12-13(210)11)5-3-4-7-6-8(7)9/h7-8H3-6H21-2H3,XUCMKIFXNVZMSL-UHFFFAOYSA-N,,0,0.475361,0.474328,0.489348
395,414,Molecule_414,CC1(CC=CC=CC1)OP(C)(=O)F,1,CC1(CC=CC=CC1)OP(C)(=O)F,InChI=1S/C9H14FO2P/c1-9(12-13(210)11)7-5-3-4-6-8-9/h3-6H7-8H21-2H3,JERDGXRTBJTBJS-UHFFFAOYSA-N,,0,0.475095,0.47594,0.484748
396,415,Molecule_415,CP(=O)(F)OCC1CC21CCCCC2,1,CP(=O)(F)OCC1CC21CCCCC2,InChI=1S/C10H18FO2P/c1-14(1112)13-8-9-7-10(9)5-3-2-4-6-10/h9H2-8H21H3,KECBRKYBNSGMSY-UHFFFAOYSA-N,,0,0.47866,0.480577,0.507878
397,416,Molecule_416,CP(=O)(F)OC=C1CC1CCC=C,1,CP(=O)(F)OC=C1CC1CCC=C,InChI=1S/C9H14FO2P/c1-3-4-5-8-6-9(8)7-12-13(210)11/h37-8H14-6H22H3,YFGPZABZSWMGCZ-UHFFFAOYSA-N,,0,0.478501,0.48308,0.500665
398,417,Molecule_417,CC12CC1C2COP(C)(=O)F,1,CC12CC1C2COP(C)(=O)F,InChI=1S/C7H12FO2P/c1-7-3-5(7)6(7)4-10-11(28)9/h5-6H3-4H21-2H3,PYHUTVRYRHRBQN-UHFFFAOYSA-N,,0,0.474032,0.480305,0.506761
399,418,Molecule_418,CC1=CCC=C1CCOP(C)(=O)F,1,CC1=CCC=C1CCOP(C)(=O)F,InChI=1S/C9H14FO2P/c1-8-4-3-5-9(8)6-7-12-13(210)11/h4-5H36-7H21-2H3,SBJKAGFQLREUIY-UHFFFAOYSA-N,,0,0.477749,0.477337,0.505733
