,Original_SMILES,QED,SA_score
285,CC(=O)OCO/N=[N+](\[O-])N1CCC[C@H]1C(=O)OCc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.0877074261665558,3.681173552958092
286,Cl.O=C(Nc1ccc(C2=NCCN2)cn1)c1sc2ccccc2c1Cl,0.7077358030350591,2.5785420270758834
289,CCN(CC)/C(=N\C#N)C1=CC(C)(C)Oc2ccc([N+](=O)[O-])cc21,0.2776894465253026,3.2256874785462326
290,CC(C)(C)c1ccc(C(=O)NC(=O)Nc2cccc(C3CN4CCSC4=N3)c2)cc1,0.7686435365704707,3.0224757461914855
291,COc1cccc(CN2CCC[C@@H]2[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c1,0.5105611545867884,3.1612583960880434
297,CCN1C(N(C)C)=Nc2ccccc2C1CC(=O)NCc1ccccc1,0.8998316726130617,2.937171229821688
298,O=C(O)[C@H]1C[C@@H](O)CCN1,0.45080370532934677,3.2689552065437635
300,COC(=O)[C@H](CC(C)C)N1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)CN2C1(C)C,0.824391607773033,3.6896050062425356
301,C=C(C)[C@@H](CC=C(C)C)C[C@@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(OC)c3)=C1O)C2=O,0.10507407115416177,5.556042547257079
302,O=C(/C=C/c1ccc(/C=N/OCc2ccccc2)cc1)NO,0.37251760325886013,2.1790279244944486
